city,weather_data,lat,lon,temp,humid,wind,clouds
kodiak,"{'coord': {'lon': -94.76, 'lat': 39.95}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 24.8, 'pressure': 1027, 'humidity': 41, 'temp_min': 19.99, 'temp_max': 30}, 'visibility': 16093, 'wind': {'speed': 18.34, 'deg': 30}, 'clouds': {'all': 75}, 'dt': 1551562925, 'sys': {'type': 1, 'id': 4022, 'message': 0.0055, 'country': 'US', 'sunrise': 1551530983, 'sunset': 1551571970}, 'id': 4407665, 'name': 'Kodiak', 'cod': 200}",39.95,-94.76,24.8,41,18.34,75
san cristobal,"{'coord': {'lon': -78.55, 'lat': -0.39}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 63.39, 'pressure': 1023, 'humidity': 60, 'temp_min': 60.01, 'temp_max': 68}, 'visibility': 10000, 'wind': {'speed': 10.29, 'deg': 10}, 'clouds': {'all': 75}, 'dt': 1551562281, 'sys': {'type': 1, 'id': 8555, 'message': 0.0042, 'country': 'EC', 'sunrise': 1551525759, 'sunset': 1551569377}, 'id': 3652462, 'name': 'San Cristobal', 'cod': 200}",-0.39,-78.55,63.39,60,10.29,75
holme,"{'coord': {'lon': -2.31, 'lat': 53.7}, 'weather': [{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 47.7, 'pressure': 999, 'humidity': 66, 'temp_min': 44.01, 'temp_max': 51.01}, 'visibility': 10000, 'wind': {'speed': 20.8, 'deg': 230}, 'rain': {'1h': 0.34}, 'clouds': {'all': 36}, 'dt': 1551563241, 'sys': {'type': 1, 'id': 1379, 'message': 0.0055, 'country': 'GB', 'sunrise': 1551509622, 'sunset': 1551548983}, 'id': 2655237, 'name': 'Holme', 'cod': 200}",53.7,-2.31,47.7,66,20.8,36
lannion,"{'coord': {'lon': -3.46, 'lat': 48.73}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 53.55, 'pressure': 1012, 'humidity': 87, 'temp_min': 53.01, 'temp_max': 54}, 'visibility': 10000, 'wind': {'speed': 19.46, 'deg': 210}, 'clouds': {'all': 90}, 'dt': 1551563164, 'sys': {'type': 1, 'id': 6572, 'message': 0.0036, 'country': 'FR', 'sunrise': 1551509559, 'sunset': 1551549589}, 'id': 3007609, 'name': 'Lannion', 'cod': 200}",48.73,-3.46,53.55,87,19.46,90
hobart,"{'coord': {'lon': 147.33, 'lat': -42.88}, 'weather': [{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 63.68, 'pressure': 1016, 'humidity': 88, 'temp_min': 62.01, 'temp_max': 64.99}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 160}, 'clouds': {'all': 75}, 'dt': 1551563241, 'sys': {'type': 1, 'id': 9545, 'message': 0.0063, 'country': 'AU', 'sunrise': 1551469893, 'sunset': 1551516790}, 'id': 2163355, 'name': 'Hobart', 'cod': 200}",-42.88,147.33,63.68,88,8.05,75
vinukonda,"{'coord': {'lon': 79.74, 'lat': 16.05}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 72.31, 'pressure': 1011.42, 'humidity': 95, 'temp_min': 72.31, 'temp_max': 72.31, 'sea_level': 1011.42, 'grnd_level': 998.81}, 'wind': {'speed': 5.39, 'deg': 154.005}, 'clouds': {'all': 8}, 'dt': 1551563242, 'sys': {'message': 0.0028, 'country': 'IN', 'sunrise': 1551488266, 'sunset': 1551530915}, 'id': 1253150, 'name': 'Vinukonda', 'cod': 200}",16.05,79.74,72.31,95,5.39,8
chuy,"{'coord': {'lon': -53.46, 'lat': -33.69}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 74.92, 'pressure': 1011.58, 'humidity': 66, 'temp_min': 74.92, 'temp_max': 74.92, 'sea_level': 1011.58, 'grnd_level': 1010.17}, 'wind': {'speed': 19.26, 'deg': 212.005}, 'clouds': {'all': 0}, 'dt': 1551563245, 'sys': {'message': 0.0031, 'country': 'UY', 'sunrise': 1551518597, 'sunset': 1551564465}, 'id': 3443061, 'name': 'Chuy', 'cod': 200}",-33.69,-53.46,74.92,66,19.26,0
ilulissat,"{'coord': {'lon': -51.1, 'lat': 69.22}, 'weather': [{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13n'}], 'base': 'stations', 'main': {'temp': 15.8, 'pressure': 996, 'humidity': 85, 'temp_min': 15.8, 'temp_max': 15.8}, 'visibility': 10000, 'wind': {'speed': 6.93, 'deg': 140}, 'clouds': {'all': 75}, 'dt': 1551559800, 'sys': {'type': 1, 'id': 165, 'message': 0.0051, 'country': 'GL', 'sunrise': 1551523243, 'sunset': 1551558825}, 'id': 3423146, 'name': 'Ilulissat', 'cod': 200}",69.22,-51.1,15.8,85,6.93,75
esperance,"{'coord': {'lon': -61.45, 'lat': 10.24}, 'weather': [{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}], 'base': 'stations', 'main': {'temp': 79.9, 'pressure': 1013, 'humidity': 65, 'temp_min': 73.99, 'temp_max': 82.99}, 'visibility': 10000, 'wind': {'speed': 16.11, 'deg': 120}, 'clouds': {'all': 40}, 'dt': 1551562508, 'sys': {'type': 1, 'id': 8810, 'message': 0.0035, 'country': 'TT', 'sunrise': 1551521964, 'sunset': 1551564974}, 'id': 3573739, 'name': 'Esperance', 'cod': 200}",10.24,-61.45,79.9,65,16.11,40
tasiilaq,"{'coord': {'lon': -37.64, 'lat': 65.61}, 'weather': [{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}], 'base': 'stations', 'main': {'temp': 14, 'pressure': 997, 'humidity': 85, 'temp_min': 14, 'temp_max': 14}, 'wind': {'speed': 2.24, 'deg': 140}, 'clouds': {'all': 76}, 'dt': 1551559800, 'sys': {'type': 1, 'id': 81, 'message': 0.0043, 'country': 'GL', 'sunrise': 1551519366, 'sunset': 1551556227}, 'id': 3424607, 'name': 'Tasiilaq', 'cod': 200}",65.61,-37.64,14.0,85,2.24,76
pangnirtung,"{'coord': {'lon': -65.72, 'lat': 66.15}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': -11.21, 'pressure': 1004, 'humidity': 76, 'temp_min': -11.21, 'temp_max': -11.21}, 'visibility': 24140, 'wind': {'speed': 1.7, 'deg': 236.005}, 'clouds': {'all': 20}, 'dt': 1551556800, 'sys': {'type': 1, 'id': 968, 'message': 0.0088, 'country': 'CA', 'sunrise': 1551526174, 'sunset': 1551562897}, 'id': 6096551, 'name': 'Pangnirtung', 'cod': 200}",66.15,-65.72,-11.21,76,1.7,20
kintampo,"{'coord': {'lon': -1.73, 'lat': 8.05}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 75.77, 'pressure': 1013.02, 'humidity': 44, 'temp_min': 75.77, 'temp_max': 75.77, 'sea_level': 1013.02, 'grnd_level': 981.29}, 'wind': {'speed': 2.82, 'deg': 334.505}, 'clouds': {'all': 80}, 'dt': 1551563246, 'sys': {'message': 0.0039, 'country': 'GH', 'sunrise': 1551507571, 'sunset': 1551550704}, 'id': 2299625, 'name': 'Kintampo', 'cod': 200}",8.05,-1.73,75.77,44,2.82,80
torbay,"{'coord': {'lon': -52.73, 'lat': 47.66}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 25.74, 'pressure': 1013, 'humidity': 58, 'temp_min': 24.01, 'temp_max': 27}, 'visibility': 24140, 'wind': {'speed': 20.8, 'deg': 280, 'gust': 12.9}, 'clouds': {'all': 20}, 'dt': 1551562533, 'sys': {'type': 1, 'id': 998, 'message': 0.0046, 'country': 'CA', 'sunrise': 1551521304, 'sunset': 1551561488}, 'id': 6167817, 'name': 'Torbay', 'cod': 200}",47.66,-52.73,25.74,58,20.8,20
maragogi,"{'coord': {'lon': -35.22, 'lat': -9.01}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 82.66, 'pressure': 1012.18, 'humidity': 74, 'temp_min': 82.66, 'temp_max': 82.66, 'sea_level': 1012.18, 'grnd_level': 1003.69}, 'wind': {'speed': 8.97, 'deg': 121.505}, 'clouds': {'all': 64}, 'dt': 1551563246, 'sys': {'message': 0.0036, 'country': 'BR', 'sunrise': 1551515105, 'sunset': 1551559228}, 'id': 3395458, 'name': 'Maragogi', 'cod': 200}",-9.01,-35.22,82.66,74,8.97,64
georgiyevka,"{'coord': {'lon': 40.45, 'lat': 52.25}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 8.14, 'pressure': 1009.86, 'humidity': 72, 'temp_min': 8.14, 'temp_max': 8.14, 'sea_level': 1009.86, 'grnd_level': 989.21}, 'wind': {'speed': 7.52, 'deg': 320.505}, 'clouds': {'all': 0}, 'dt': 1551563247, 'sys': {'message': 0.0079, 'country': 'RU', 'sunrise': 1551499269, 'sunset': 1551538811}, 'id': 565857, 'name': 'Georgiyevka', 'cod': 200}",52.25,40.45,8.14,72,7.52,0
codrington,"{'coord': {'lon': 153.24, 'lat': -28.95}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 70.39, 'pressure': 1022, 'humidity': 94, 'temp_min': 68, 'temp_max': 73.4}, 'visibility': 10000, 'wind': {'speed': 4.38, 'deg': 177.005}, 'clouds': {'all': 90}, 'dt': 1551562677, 'sys': {'type': 1, 'id': 9537, 'message': 0.0038, 'country': 'AU', 'sunrise': 1551469168, 'sunset': 1551514699}, 'id': 2160063, 'name': 'Codrington', 'cod': 200}",-28.95,153.24,70.39,94,4.38,90
baker city,"{'coord': {'lon': -117.83, 'lat': 44.77}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 29.86, 'pressure': 1017, 'humidity': 80, 'temp_min': 26.01, 'temp_max': 33.01}, 'visibility': 16093, 'wind': {'speed': 3.36, 'deg': 320}, 'clouds': {'all': 90}, 'dt': 1551563230, 'sys': {'type': 1, 'id': 3453, 'message': 0.0037, 'country': 'US', 'sunrise': 1551536748, 'sunset': 1551577284}, 'id': 5712169, 'name': 'Baker City', 'cod': 200}",44.77,-117.83,29.86,80,3.36,90
ottawa,"{'coord': {'lon': -75.69, 'lat': 45.42}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 27.05, 'pressure': 1017, 'humidity': 49, 'temp_min': 24.01, 'temp_max': 30}, 'visibility': 24140, 'wind': {'speed': 3.36, 'deg': 340}, 'clouds': {'all': 90}, 'dt': 1551562994, 'sys': {'type': 1, 'id': 872, 'message': 0.0058, 'country': 'CA', 'sunrise': 1551526681, 'sunset': 1551567127}, 'id': 6094817, 'name': 'Ottawa', 'cod': 200}",45.42,-75.69,27.05,49,3.36,90
port alfred,"{'coord': {'lon': 26.89, 'lat': -33.59}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 68.45, 'pressure': 1017, 'humidity': 78, 'temp_min': 68, 'temp_max': 69.01}, 'wind': {'speed': 4.16, 'deg': 143.505}, 'clouds': {'all': 92}, 'dt': 1551562607, 'sys': {'type': 3, 'id': 2011314, 'message': 0.0034, 'country': 'ZA', 'sunrise': 1551499306, 'sunset': 1551545194}, 'id': 964432, 'name': 'Port Alfred', 'cod': 200}",-33.59,26.89,68.45,78,4.16,92
coihueco,"{'coord': {'lon': -71.83, 'lat': -36.63}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 84.2, 'pressure': 1012, 'humidity': 21, 'temp_min': 84.2, 'temp_max': 84.2}, 'visibility': 10000, 'wind': {'speed': 9.17, 'deg': 200}, 'clouds': {'all': 0}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 8483, 'message': 0.0031, 'country': 'CL', 'sunrise': 1551522871, 'sunset': 1551569003}, 'id': 3894406, 'name': 'Coihueco', 'cod': 200}",-36.63,-71.83,84.2,21,9.17,0
saskylakh,"{'coord': {'lon': 114.09, 'lat': 71.97}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': -23.46, 'pressure': 1008.82, 'humidity': 34, 'temp_min': -23.46, 'temp_max': -23.46, 'sea_level': 1008.82, 'grnd_level': 995.93}, 'wind': {'speed': 2.82, 'deg': 152.005}, 'clouds': {'all': 12}, 'dt': 1551563249, 'sys': {'message': 0.0033, 'country': 'RU', 'sunrise': 1551484411, 'sunset': 1551518391}, 'id': 2017155, 'name': 'Saskylakh', 'cod': 200}",71.97,114.09,-23.46,34,2.82,12
vao,"{'coord': {'lon': 26.19, 'lat': 59.1}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 31.67, 'pressure': 996.46, 'humidity': 84, 'temp_min': 31.67, 'temp_max': 31.67, 'sea_level': 996.46, 'grnd_level': 988.65}, 'wind': {'speed': 12.88, 'deg': 299.505}, 'clouds': {'all': 88}, 'dt': 1551562736, 'sys': {'message': 0.0043, 'country': 'EE', 'sunrise': 1551503268, 'sunset': 1551541671}, 'id': 588365, 'name': 'Vao', 'cod': 200}",59.1,26.19,31.67,84,12.88,88
saint-francois,"{'coord': {'lon': 3.91, 'lat': 46.42}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 38.93, 'pressure': 1021, 'humidity': 87, 'temp_min': 36, 'temp_max': 42.8}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 180}, 'clouds': {'all': 0}, 'dt': 1551563146, 'sys': {'type': 1, 'id': 6499, 'message': 0.0041, 'country': 'FR', 'sunrise': 1551507656, 'sunset': 1551547951}, 'id': 2980080, 'name': 'Saint-Francois', 'cod': 200}",46.42,3.91,38.93,87,5.82,0
pokhara,"{'coord': {'lon': 83.99, 'lat': 28.21}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 38.15, 'pressure': 1014.46, 'humidity': 69, 'temp_min': 38.15, 'temp_max': 38.15, 'sea_level': 1014.46, 'grnd_level': 837.53}, 'wind': {'speed': 2.37, 'deg': 48.0049}, 'clouds': {'all': 36}, 'dt': 1551563250, 'sys': {'message': 0.0035, 'country': 'NP', 'sunrise': 1551487650, 'sunset': 1551529503}, 'id': 1282898, 'name': 'Pokhara', 'cod': 200}",28.21,83.99,38.15,69,2.37,36
mar del plata,"{'coord': {'lon': -67.52, 'lat': -46.43}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 69.47, 'pressure': 1005.22, 'humidity': 41, 'temp_min': 69.47, 'temp_max': 69.47, 'sea_level': 1005.22, 'grnd_level': 984.57}, 'wind': {'speed': 16.02, 'deg': 282.005}, 'clouds': {'all': 80}, 'dt': 1551562682, 'sys': {'message': 0.0035, 'country': 'AR', 'sunrise': 1551521278, 'sunset': 1551568511}, 'id': 3863379, 'name': 'Mar del Plata', 'cod': 200}",-46.43,-67.52,69.47,41,16.02,80
samarai,"{'coord': {'lon': 150.67, 'lat': -10.62}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 78.25, 'pressure': 1008.54, 'humidity': 100, 'temp_min': 78.25, 'temp_max': 78.25, 'sea_level': 1008.54, 'grnd_level': 1005.53}, 'wind': {'speed': 5.06, 'deg': 124.505}, 'rain': {'3h': 1.365}, 'clouds': {'all': 88}, 'dt': 1551563252, 'sys': {'message': 0.0035, 'country': 'PG', 'sunrise': 1551470440, 'sunset': 1551514678}, 'id': 2132606, 'name': 'Samarai', 'cod': 200}",-10.62,150.67,78.25,100,5.06,88
bredasdorp,"{'coord': {'lon': 20.04, 'lat': -34.53}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 65.62, 'pressure': 1017, 'humidity': 82, 'temp_min': 64, 'temp_max': 68}, 'wind': {'speed': 3.36, 'deg': 170}, 'clouds': {'all': 48}, 'dt': 1551562291, 'sys': {'type': 1, 'id': 1966, 'message': 0.0032, 'country': 'ZA', 'sunrise': 1551500908, 'sunset': 1551546878}, 'id': 1015776, 'name': 'Bredasdorp', 'cod': 200}",-34.53,20.04,65.62,82,3.36,48
central point,"{'coord': {'lon': -122.91, 'lat': 42.38}, 'weather': [{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}], 'base': 'stations', 'main': {'temp': 48.24, 'pressure': 1012, 'humidity': 65, 'temp_min': 44.6, 'temp_max': 52}, 'visibility': 16093, 'wind': {'speed': 2.37, 'deg': 10.0049}, 'clouds': {'all': 40}, 'dt': 1551563163, 'sys': {'type': 1, 'id': 4869, 'message': 0.0049, 'country': 'US', 'sunrise': 1551537845, 'sunset': 1551578621}, 'id': 5718601, 'name': 'Central Point', 'cod': 200}",42.38,-122.91,48.24,65,2.37,40
srednekolymsk,"{'coord': {'lon': 153.71, 'lat': 67.46}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -10.59, 'pressure': 1014.18, 'humidity': 71, 'temp_min': -10.59, 'temp_max': -10.59, 'sea_level': 1014.18, 'grnd_level': 1003.05}, 'wind': {'speed': 4.61, 'deg': 226.005}, 'clouds': {'all': 56}, 'dt': 1551563045, 'sys': {'message': 0.0043, 'country': 'RU', 'sunrise': 1551473882, 'sunset': 1551509883}, 'id': 2121025, 'name': 'Srednekolymsk', 'cod': 200}",67.46,153.71,-10.59,71,4.61,56
cape town,"{'coord': {'lon': 18.42, 'lat': -33.93}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 67.26, 'pressure': 1017, 'humidity': 93, 'temp_min': 64.99, 'temp_max': 70}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 200}, 'clouds': {'all': 0}, 'dt': 1551562652, 'sys': {'type': 1, 'id': 1899, 'message': 0.0036, 'country': 'ZA', 'sunrise': 1551501324, 'sunset': 1551547240}, 'id': 3369157, 'name': 'Cape Town', 'cod': 200}",-33.93,18.42,67.26,93,8.05,0
dakar,"{'coord': {'lon': -17.45, 'lat': 14.69}, 'weather': [{'id': 761, 'main': 'Dust', 'description': 'dust', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 69.8, 'pressure': 1015, 'humidity': 60, 'temp_min': 69.8, 'temp_max': 69.8}, 'visibility': 3000, 'wind': {'speed': 9.17, 'deg': 360}, 'clouds': {'all': 0}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 2419, 'message': 0.0039, 'country': 'SN', 'sunrise': 1551511540, 'sunset': 1551554285}, 'id': 2253354, 'name': 'Dakar', 'cod': 200}",14.69,-17.45,69.8,60,9.17,0
matanzas,"{'coord': {'lon': -81.58, 'lat': 23.05}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 84.2, 'pressure': 1017, 'humidity': 62, 'temp_min': 84.2, 'temp_max': 84.2}, 'visibility': 9000, 'wind': {'speed': 14.99, 'deg': 50}, 'clouds': {'all': 20}, 'dt': 1551559800, 'sys': {'type': 1, 'id': 7254, 'message': 0.0036, 'country': 'CU', 'sunrise': 1551527184, 'sunset': 1551569426}, 'id': 3547398, 'name': 'Matanzas', 'cod': 200}",23.05,-81.58,84.2,62,14.99,20
menongue,"{'coord': {'lon': 17.68, 'lat': -14.66}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 63.67, 'pressure': 1011.9, 'humidity': 94, 'temp_min': 63.67, 'temp_max': 63.67, 'sea_level': 1011.9, 'grnd_level': 855.93}, 'wind': {'speed': 3.38, 'deg': 322.005}, 'rain': {'3h': 2.58}, 'clouds': {'all': 24}, 'dt': 1551563054, 'sys': {'message': 0.0067, 'country': 'AO', 'sunrise': 1551502231, 'sunset': 1551546709}, 'id': 3347353, 'name': 'Menongue', 'cod': 200}",-14.66,17.68,63.67,94,3.38,24
bambous virieux,"{'coord': {'lon': 57.76, 'lat': -20.34}, 'weather': [{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 81.61, 'pressure': 1015, 'humidity': 83, 'temp_min': 81, 'temp_max': 82.4}, 'visibility': 10000, 'wind': {'speed': 13.87, 'deg': 70}, 'clouds': {'all': 75}, 'dt': 1551562447, 'sys': {'type': 1, 'id': 2061, 'message': 0.0036, 'country': 'MU', 'sunrise': 1551492419, 'sunset': 1551537281}, 'id': 1106677, 'name': 'Bambous Virieux', 'cod': 200}",-20.34,57.76,81.61,83,13.87,75
nikolskoye,"{'coord': {'lon': 30.79, 'lat': 59.7}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 28.8, 'pressure': 989, 'humidity': 80, 'temp_min': 28, 'temp_max': 30.2}, 'visibility': 5000, 'wind': {'speed': 24.61, 'deg': 290}, 'clouds': {'all': 90}, 'dt': 1551563134, 'sys': {'type': 1, 'id': 8926, 'message': 0.0046, 'country': 'RU', 'sunrise': 1551502227, 'sunset': 1551540505}, 'id': 546105, 'name': 'Nikolskoye', 'cod': 200}",59.7,30.79,28.8,80,24.61,90
miyako,"{'coord': {'lon': 130.94, 'lat': 33.63}, 'weather': [{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 47.07, 'pressure': 1013, 'humidity': 87, 'temp_min': 46, 'temp_max': 48.99}, 'visibility': 5000, 'wind': {'speed': 14.99, 'deg': 60}, 'rain': {'1h': 0.85}, 'clouds': {'all': 75}, 'dt': 1551563254, 'sys': {'type': 1, 'id': 7995, 'message': 0.0036, 'country': 'JP', 'sunrise': 1551476597, 'sunset': 1551518028}, 'id': 1848087, 'name': 'Miyako', 'cod': 200}",33.63,130.94,47.07,87,14.99,75
puerto ayora,"{'coord': {'lon': -90.35, 'lat': -0.74}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 86, 'pressure': 1010, 'humidity': 66, 'temp_min': 86, 'temp_max': 86}, 'visibility': 10000, 'wind': {'speed': 9.17, 'deg': 80}, 'clouds': {'all': 20}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 8521, 'message': 0.0036, 'country': 'EC', 'sunrise': 1551528580, 'sunset': 1551572219}, 'id': 3652764, 'name': 'Puerto Ayora', 'cod': 200}",-0.74,-90.35,86.0,66,9.17,20
rapid valley,"{'coord': {'lon': -103.15, 'lat': 44.06}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': -0.39, 'pressure': 1029, 'humidity': 70, 'temp_min': -3, 'temp_max': 1.99}, 'visibility': 16093, 'wind': {'speed': 17.22, 'deg': 20}, 'clouds': {'all': 40}, 'dt': 1551563181, 'sys': {'type': 1, 'id': 5631, 'message': 0.0046, 'country': 'US', 'sunrise': 1551533192, 'sunset': 1551573793}, 'id': 5768244, 'name': 'Rapid Valley', 'cod': 200}",44.06,-103.15,-0.39,70,17.22,40
hambantota,"{'coord': {'lon': 81.12, 'lat': 6.12}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 77, 'pressure': 1009, 'humidity': 100, 'temp_min': 77, 'temp_max': 77}, 'visibility': 10000, 'wind': {'speed': 3.36, 'deg': 30}, 'clouds': {'all': 20}, 'dt': 1551561000, 'sys': {'type': 1, 'id': 9124, 'message': 0.0314, 'country': 'LK', 'sunrise': 1551487636, 'sunset': 1551530875}, 'id': 1244926, 'name': 'Hambantota', 'cod': 200}",6.12,81.12,77.0,100,3.36,20
arraial do cabo,"{'coord': {'lon': -42.02, 'lat': -22.97}, 'weather': [{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11d'}, {'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}], 'base': 'stations', 'main': {'temp': 80.6, 'pressure': 1014, 'humidity': 88, 'temp_min': 80.6, 'temp_max': 80.6}, 'visibility': 10000, 'wind': {'speed': 6.93, 'deg': 80}, 'clouds': {'all': 75}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 8326, 'message': 0.0048, 'country': 'BR', 'sunrise': 1551516279, 'sunset': 1551561304}, 'id': 3471451, 'name': 'Arraial do Cabo', 'cod': 200}",-22.97,-42.02,80.6,88,6.93,75
